source_portal,source_url,slug,brand_slug,name,brand,description,availability,currency,price_low_eur,price_high_eur,overall_rating,power,control,maneuverability,sweet_spot,ball_output,total,player_type,shape,level,balance,feel,surface,game_type,season,core_material,face_material,frame_material,racket_finish
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-air-viper-2024/,babolat-air-viper-2024,babolat,Babolat Air Viper 2024,Babolat,This padel racket Babolat Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,227.2,320.0,8.7,9.5,8.75,7.75,8.75,8.75,8.7,Man,Teardrop,Advanced,Medium,"Hard, Medium",Rough,Power,2024,Multieva,Carbon,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-viper-2023/,babolat-counter-viper-2023,babolat,Babolat Counter Viper 2023,Babolat,This padel racket Babolat Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,233.6,320.0,8.35,8.25,8.5,8.25,8.75,8.0,8.35,"Man, Women",Round,Advanced,Medium,Hard,Rough,Versatile,2024,Eva Soft,Carbon Fiber 3K,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-veron-2024/,babolat-technical-veron-2024,babolat,Babolat Technical Veron 2024,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,213.6,240.0,8.65,9.25,8.75,8.75,7.75,8.75,8.65,Man,Diamond,Advanced,High,Medium,Rough,Power,2024,Eva Black,Carbon Flex,Carbon Flex,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-veron-juan-lebron-2024/,babolat-technical-veron-juan-lebron-2024,babolat,Babolat Technical Veron Juan Lebron 2024,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,223.6,260.0,8.65,9.25,8.75,8.75,7.75,8.75,8.65,Man,Diamond,Advanced,High,Medium,Rough,Power,2024,Eva,Carbon Flex,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-vertuo-juan-lebron-2024/,babolat-technical-vertuo-juan-lebron-2024,babolat,Babolat Technical Vertuo Juan Lebron 2024,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,199.99,200.0,8.35,8.25,7.75,8.75,7.75,9.25,8.35,Man,Diamond,Advanced,High,"Medium, Soft",Rough,Power,2024,Eva,Glass Fiber,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-piton-12-2024/,black-crown-piton-12-2024,black-crown,Black Crown Piton 12 2024,Black Crown,This padel racket Black Crown Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,186.3,230.0,8.55,8.25,9.25,8.75,8.25,8.25,8.55,"Man, Women",Round,Advanced,Medium,Medium,Rough,Versatile,2024,Eva Soft Memory Power,Carbon 18K,Carbon Fiber Double Tubular,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-piton-12-silver-2024/,black-crown-piton-12-silver-2024,black-crown,Black Crown Piton 12 Silver 2024,Black Crown,This padel racket Black Crown Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,117.45,230.0,8.55,7.75,8.25,8.75,8.25,9.75,8.55,"Man, Women",Round,Advanced,Medium,Soft,Rough,Power,2024,Eva Power Soft Memory,Carbon 18K Silver,Carbon Fiber Double Tubular,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-piton-air-12k-2024/,black-crown-piton-air-12k-2024,black-crown,Black Crown Piton Air 12K 2024,Black Crown,This padel racket Black Crown Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,39.91,220.0,8.55,7.75,8.75,8.75,8.75,8.75,8.55,"Man, Women",Round,Advanced,Medium,Medium,Rough,Versatile,2024,Eva Super Control,Carbon 12K,Carbon Fiber Double Tubular + Low Density Piton Glass,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-piton-attack-15k-power-2024/,black-crown-piton-attack-15k-power-2024,black-crown,Black Crown Piton Attack 15K Power 2024,Black Crown,This padel racket Black Crown Teardrop is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,217.5,250.0,8.65,8.75,8.75,8.25,8.25,9.25,8.65,"Man, Women",Teardrop,Advanced,"High, Medium",Medium,Rough,Power,2024,Eva Control Super,Carbon Fiber + Glass Fiber 15K,Carbon Fiber Double Tubular,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-special-master-2024/,black-crown-special-master-2024,black-crown,Black Crown Special Master 2024,Black Crown,This padel racket Black Crown Teardrop is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,124.95,279.99,8.5,8.0,9.0,8.5,8.75,8.25,8.5,"Man, Women",Teardrop,Advanced,Medium,Medium,Rough,Versatile,2024,Eva Black Soft Super,Carbon 12K + Carbon Fiber Double Tubular,Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-special-pro-2024/,black-crown-special-pro-2024,black-crown,Black Crown Special Pro 2024,Black Crown,This padel racket Black Crown Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,201.6,288.0,8.7,8.5,9.0,8.75,8.75,8.5,8.7,"Man, Women",Round,Advanced,Medium,Medium,Rough,Versatile,2024,Eva 3XPlay,Carbon 18K + Glass Fiber,Carbon,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-bp10-evo-2024/,bullpadel-bp10-evo-2024,bullpadel,Bullpadel BP10 EVO 2024,Bullpadel,This padel racket Bullpadel Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,79.95,119.95,7.65,6.75,7.75,8.25,7.75,7.75,7.65,Man,Round,"Advanced, Intermediate",Low,"Medium, Soft",Smooth,Versatile,2024,Eva Soft,Glass Fiber Polyglass,Carbon Tube,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-flow-light-2024/,bullpadel-flow-light-2024,bullpadel,Bullpadel Flow Light 2024,Bullpadel,This padel racket Bullpadel Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,99.96,124.95,7.75,5.25,7.75,7.75,9.25,8.75,7.75,Women,Round,"Advanced, Intermediate",Low,"Medium, Soft",Smooth,Versatile,2024,Eva Soft,Glass Fiber Polyglass,Carbon Tube,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-flow-w-2024/,bullpadel-flow-w-2024,bullpadel,Bullpadel Flow W 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,176.39,244.99,8.55,7.75,8.25,8.25,8.75,9.75,8.55,Women,Diamond,Advanced,High,"Medium, Soft",Rough,Power,2024,Multieva,Hybrid Fiber Fibrix,Carbon Tube,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-02-prf-2024/,bullpadel-hack-02-prf-2024,bullpadel,Bullpadel Hack 02 PRF 2024,Bullpadel,This padel racket Bullpadel Teardrop is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,111.99,139.99,7.95,6.25,7.75,7.75,8.75,9.25,7.95,Man,Teardrop,"Advanced, Intermediate",Medium,"Medium, Soft",Smooth,Versatile,2024,Eva Soft,Glass Fiber Polyglass,Carbon Tube,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-03-comfort-2024/,bullpadel-hack-03-comfort-2024,bullpadel,Bullpadel Hack 03 Comfort 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,180.39,219.99,8.55,8.75,7.75,8.25,8.25,9.75,8.55,Man,Diamond,Advanced,High,"Medium, Soft",Rough,Power,2024,Multieva,Hybrid Fiber Fibrix,Carbon Tube,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-03-hybrid-2024/,bullpadel-hack-03-hybrid-2024,bullpadel,Bullpadel Hack 03 Hybrid 2024,Bullpadel,This padel racket Bullpadel Teardrop is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,214.59,289.99,8.75,8.75,9.25,8.75,8.75,8.25,8.75,Man,Teardrop,Advanced,Low,"Hard, Medium",Rough,Control,2024,Multieva,Carbon Tricarbon 3D,Carbon Tube,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-jr-2024/,bullpadel-hack-jr-2024,bullpadel,Bullpadel Hack JR 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,89.99,89.99,8.05,7.75,8.0,8.5,8.25,7.75,8.05,Kids,Diamond,Advanced,Medium,Medium,Smooth,Versatile,2024,Evalastic,Polyglass,Carbon Fiber 100%,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-indiga-ctr-2024/,bullpadel-indiga-ctr-2024,bullpadel,Bullpadel Indiga CTR 2024,Bullpadel,This padel racket Bullpadel Round is an ideal model for a level beginner and stands out for Ball Output.,https://schema.org/InStock,EUR,63.96,79.95,7.35,6.25,7.75,7.25,7.25,8.25,7.35,Man,Round,Intermediate,Low,"Medium, Soft",Rough,Control,2024,Eva Soft,Glass Fiber Polyglass,Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-indiga-power-2024/,bullpadel-indiga-power-2024,bullpadel,Bullpadel Indiga Power 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Ball Output.,https://schema.org/InStock,EUR,,79.95,7.15,7.25,7.25,6.75,6.25,8.25,7.15,Man,Diamond,Intermediate,High,"Medium, Soft",Smooth,Power,2024,Eva Soft,Glass Fiber Polyglass,Carbon Tube,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-indiga-w-2024/,bullpadel-indiga-w-2024,bullpadel,Bullpadel Indiga W 2024,Bullpadel,This padel racket Bullpadel Round is an ideal model for a level beginner and stands out for Ball Output.,https://schema.org/InStock,EUR,61.56,79.95,7.1,5.5,7.5,7.5,7.0,8.0,7.1,Women,Round,Intermediate,Low,"Medium, Soft",Rough,Control,2024,Eva Soft,Glass Fiber Polyglass,Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-ionic-ctr-2024/,bullpadel-ionic-ctr-2024,bullpadel,Bullpadel Ionic CTR 2024,Bullpadel,This padel racket Bullpadel Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,143.49,174.99,8.35,6.75,8.25,8.75,8.75,9.25,8.35,Man,Round,"Advanced, Intermediate",Low,"Medium, Soft",Rough,Control,2024,Multieva,"Galphite, glass + carbon fiber",Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-ionic-light-2024/,bullpadel-ionic-light-2024,bullpadel,Bullpadel Ionic Light 2024,Bullpadel,This padel racket Bullpadel Teardrop is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,107.99,149.99,8.35,6.25,8.25,8.75,9.25,9.25,8.35,Women,Teardrop,Advanced,Medium,"Medium, Soft",Rough,Versatile,2024,Multieva,"Galphite, glass + carbon fiber",Carbon Tube,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-ionic-power-2024/,bullpadel-ionic-power-2024,bullpadel,Bullpadel Ionic Power 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,152.24,174.99,7.9,8.5,7.5,7.5,7.0,9.0,7.9,Man,Diamond,"Advanced, Intermediate",High,"Medium, Soft",Rough,Power,2024,Multieva,"Galphite, glass + carbon fiber",Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-k2-power-2024/,bullpadel-k2-power-2024,bullpadel,Bullpadel K2 Power 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Power.,https://schema.org/InStock,EUR,99.95,99.95,7.35,8.25,7.25,6.75,6.25,8.25,7.35,"Man, Women",Diamond,Beginner,High,"Medium, Soft",Smooth,Power,2024,Eva Soft,Glass Fiber Polyglass,Carbon Fiber 100%,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-raider-power-2024/,bullpadel-raider-power-2024,bullpadel,Bullpadel Raider Power 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Power.,https://schema.org/InStock,EUR,64.99,85.99,7.8,8.5,8.0,7.5,7.0,8.0,7.8,"Man, Women",Diamond,Intermediate,High,Medium,Smooth,Power,2024,Eva Soft,Carbon Fiber,Carbon Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-02-x-series-2024/,bullpadel-vertex-02-x-series-2024,bullpadel,Bullpadel Vertex 02 X-Series 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Power.,https://schema.org/InStock,EUR,,99.99,7.8,8.75,7.25,7.5,7.5,8.0,7.8,"Man, Women",Diamond,Intermediate,High,Medium,Rough,Power,2024,Multieva,"Galphite, glass + carbon fiber",Carbon Fiber 100%,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-04-comfort-2024/,bullpadel-vertex-04-comfort-2024,bullpadel,Bullpadel Vertex 04 Comfort 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,156.19,219.99,8.55,8.25,7.75,8.75,8.25,9.75,8.55,Man,Diamond,Advanced,High,Medium,Rough,Power,2024,Multieva,Hybrid Fiber Fibrix,Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-04-jr-2024/,bullpadel-vertex-04-jr-2024,bullpadel,Bullpadel Vertex 04 JR 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,75.59,89.99,7.75,7.0,8.0,8.75,7.5,7.5,7.75,Kids,Diamond,Intermediate,Medium,Soft,Smooth,Versatile,2024,Evalastic,Glass Fiber  Polyglass,Carbon Fiber 100%,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-04-w-2024/,bullpadel-vertex-04-w-2024,bullpadel,Bullpadel Vertex 04 W 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,149.95,229.99,8.55,7.75,7.75,8.75,8.75,9.75,8.55,Women,Diamond,Advanced,High,Medium,Rough,Power,2024,Multieva,Hybrid Fiber Fibrix,Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-04-w-jr-2024/,bullpadel-vertex-04-w-jr-2024,bullpadel,Bullpadel Vertex 04 W JR 2024,Bullpadel,This padel racket Bullpadel Diamond is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,73.79,89.99,7.85,7.25,8.0,8.75,7.75,7.5,7.85,"Kids, Women",Diamond,Advanced,Medium,Soft,Smooth,Versatile,2024,Evalastic,Glass Fiber  Polyglass,Carbon Fiber 100%,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-axion-attack-2024/,drop-shot-axion-attack-2024,drop-shot,Drop Shot Axion Attack 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,99.0,270.0,8.15,7.75,8.25,8.25,8.25,8.25,8.15,Man,Teardrop,Advanced,High,"Hard, Medium",Rough,Power,2024,Eva Pro Hight Density,Carbon 18K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-axion-control-2024/,drop-shot-axion-control-2024,drop-shot,Drop Shot Axion Control 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,216.0,270.0,8.0,7.0,8.0,8.5,8.0,8.5,8.0,Man,Round,Advanced,Low,Medium,Rough,Control,2024,Eva Soft,Carbon 18K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-canyon-pro-20-2024/,drop-shot-canyon-pro-20-2024,drop-shot,Drop Shot Canyon Pro 2.0 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,216.0,240.0,8.6,8.5,9.5,9.0,8.0,8.0,8.6,Man,Round,"Advanced, Intermediate",High,"Hard, Medium",Rough,Control,2024,Eva Pro High Density,Carbon 12K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-canyon-pro-attack-2024/,drop-shot-canyon-pro-attack-2024,drop-shot,Drop Shot Canyon Pro Attack 2024,Drop Shot,This padel racket Drop Shot Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,278.8,340.0,8.7,9.5,9.0,8.0,8.0,9.0,8.7,"Man, Women",Diamond,Advanced,High,Medium,Rough,Power,2024,Eva Pro High Density,Carbono 24K,Carbon Double Tubular,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-canyon-pro-control-2024/,drop-shot-canyon-pro-control-2024,drop-shot,Drop Shot Canyon Pro Control 2024,Drop Shot,This padel racket Drop Shot Diamond is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,145.8,180.0,8.05,8.25,9.0,7.5,7.0,8.5,8.05,Man,Diamond,"Advanced, Intermediate",Low,"Medium, Soft",Rough,Control,2024,Eva Soft Low Density,Carbon 3K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-conqueror-12-2024/,drop-shot-conqueror-12-2024,drop-shot,Drop Shot Conqueror 12 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,181.7,230.0,8.55,8.5,9.25,8.5,8.5,8.0,8.55,Man,Round,"Advanced, Intermediate",Medium,Medium,Rough,Control,2024,Eva Pro High Density,Carbon 12K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-conqueror-12-jr-2024/,drop-shot-conqueror-12-jr-2024,drop-shot,Drop Shot Conqueror 12 JR 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,99.0,99.0,7.3,6.0,7.5,8.0,7.5,7.5,7.3,Kids,Teardrop,Beginner,Medium,,Smooth,Control,2024,Eva Soft,Glass Fiber + 3D,carbon Twin Tubular System,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-conqueror-control-2024/,drop-shot-conqueror-control-2024,drop-shot,Drop Shot Conqueror Control 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,129.6,180.0,8.05,7.75,8.5,8.0,8.0,8.0,8.05,Man,Teardrop,"Advanced, Intermediate",Low,,Rough,Control,2024,Eva Soft Low Density,Carbon 3K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-explorer-70-2024/,drop-shot-explorer-70-2024,drop-shot,Drop Shot Explorer 7.0 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,149.4,180.0,8.05,7.5,8.5,8.25,8.0,8.0,8.05,Man,Teardrop,"Advanced, Intermediate",Medium,,Rough,Control,2024,Eva Pro High Density,Carbon 3K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-explorer-pro-60-2024/,drop-shot-explorer-pro-60-2024,drop-shot,Drop Shot Explorer Pro 6.0 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,200.1,230.0,8.05,8.25,9.0,7.5,7.5,8.0,8.05,"Man, Women",Round,"Advanced, Intermediate",Low,Hard,Rough,Control,2024,Eva Pro High Density,Carbon 12K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-explorer-pro-attack-2024/,drop-shot-explorer-pro-attack-2024,drop-shot,Drop Shot Explorer Pro Attack 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,139.95,340.0,8.65,7.75,9.0,9.0,8.75,8.75,8.65,"Man, Women",Round,Advanced,Low,Hard,Rough,Power,2024,Eva Pro Hight Density,Carbon 24K,Carbon Double Tubular,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-explorer-pro-control-2024/,drop-shot-explorer-pro-control-2024,drop-shot,Drop Shot Explorer Pro Control 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,133.5,180.0,7.9,7.0,8.5,8.0,8.0,8.0,7.9,Man,Round,"Advanced, Intermediate",Low,"Medium, Soft",Rough,Control,2024,Eva Soft Low Density,Carbon 3K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-furia-attack-2024/,drop-shot-furia-attack-2024,drop-shot,Drop Shot Furia Attack 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,190.9,230.0,7.9,8.5,7.5,7.5,7.5,8.5,7.9,Man,Teardrop,Advanced,High,"Medium, Soft",Rough,Power,2024,Eva Pro Hight Density,Carbon 12K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-furia-control-2024/,drop-shot-furia-control-2024,drop-shot,Drop Shot Furia Control 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,195.5,230.0,8.0,7.0,8.5,8.5,8.0,8.0,8.0,Man,Round,Advanced,High,"Hard, Medium",Rough,Control,2024,Eva Soft,Carbon 12K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-kibo-50-2024/,drop-shot-kibo-50-2024,drop-shot,Drop Shot Kibo 5.0 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level beginner and stands out for Control.,https://schema.org/InStock,EUR,69.52,79.0,6.4,6.0,7.0,6.5,6.0,6.5,6.4,Kids,Round,Beginner,Low,Soft,Smooth,Control,2024,Eva Soft Low Density,Glass Fiber + 3D,Carbon Twin Tubular System,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-quantum-10-2024/,drop-shot-quantum-10-2024,drop-shot,Drop Shot Quantum 1.0 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,290.0,290.0,8.6,9.0,9.0,8.0,8.0,9.0,8.6,"Man, Women",Teardrop,Advanced,High,Soft,Rough,Versatile,2024,Eva Soft,Carbono 24K,Carbon Double Tubular,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-renegade-attack-2024/,drop-shot-renegade-attack-2024,drop-shot,Drop Shot Renegade Attack 2024,Drop Shot,This padel racket Drop Shot Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,136.8,190.0,8.1,8.5,7.5,8.0,8.5,8.0,8.1,Man,Teardrop,Advanced,Medium,"Medium, Soft",Rough,Power,2024,Eva Pro High Density,Carbon 3K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-renegade-control-2024/,drop-shot-renegade-control-2024,drop-shot,Drop Shot Renegade Control 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,150.1,190.0,7.35,7.0,8.0,7.5,7.0,7.25,7.35,Man,Round,"Advanced, Intermediate",Low,"Medium, Soft",Rough,Control,2024,Eva Soft,Carbon 3K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-tacoma-10-2024/,drop-shot-tacoma-10-2024,drop-shot,Drop Shot Tacoma 1.0 2024,Drop Shot,This padel racket Drop Shot Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,260.0,260.0,8.65,9.0,8.0,8.5,9.0,8.75,8.65,"Man, Women",Diamond,Advanced,High,Medium,Rough,Power,2024,Eva Soft Low Density,Carbon 18K + 3D,Carbon Twin Tubular System,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-tiger-40-2024/,drop-shot-tiger-40-2024,drop-shot,Drop Shot Tiger 4.0 2024,Drop Shot,This padel racket Drop Shot Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,19.99,69.0,6.2,5.0,6.5,6.5,7.0,6.0,6.2,Kids,Round,Beginner,Low,Soft,Smooth,Control,2024,Eva Soft,Glass Fiber + 3D,Carbon,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/drop-shot/drop-shot-x-drive-10-2024/,drop-shot-x-drive-10-2024,drop-shot,Drop Shot X-Drive 1.0 2024,Drop Shot,This padel racket Drop Shot Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,211.7,290.0,8.35,9.0,7.5,8.5,8.0,8.75,8.35,"Man, Women",Diamond,Advanced,High,Medium,Rough,Power,2024,Eva Pro Hight Density,Carbono 24K,Carbon Double Tubular,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/dunlop/dunlop-hunter-red-2024/,dunlop-hunter-red-2024,dunlop,Dunlop Hunter Red 2024,Dunlop,This padel racket Dunlop Teardrop is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,80.0,80.0,8.3,8.0,8.0,8.5,8.5,8.5,8.3,"Man, Women",Teardrop,"Beginner, Intermediate","High, Medium",Soft,Rough,Versatile,2024,Eva Soft,Glass Fiber,Glass Fiber,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/dunlop/dunlop-inferno-carbon-evo-2024/,dunlop-inferno-carbon-evo-2024,dunlop,Dunlop Inferno Carbon Evo 2024,Dunlop,This padel racket Dunlop Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,150.0,150.0,7.95,8.0,8.0,7.75,8.0,8.0,7.95,"Man, Women",Teardrop,Advanced,Medium,Soft,Smooth,Versatile,2024,Eva Double Density,Glass Fiber,Carbon,Arenoso
